         4x4.5E                   (4x45E.dat)                                  02/01/16


         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS:
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 


         PROP RPM =       6000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
        62.6        0.57      0.6117      0.1860      0.1734       0.348       0.757       1.276
        67.9        0.62      0.6437      0.1818      0.1745       0.351       0.762       1.247
        73.1        0.67      0.6736      0.1766      0.1744       0.350       0.762       1.211
        78.3        0.71      0.7015      0.1701      0.1728       0.347       0.754       1.166
        83.5        0.76      0.7279      0.1617      0.1689       0.339       0.737       1.109
        88.7        0.81      0.7530      0.1511      0.1621       0.326       0.708       1.036
        93.9        0.86      0.7761      0.1401      0.1544       0.310       0.674       0.961
        99.2        0.90      0.7971      0.1288      0.1458       0.293       0.637       0.883
       104.4        0.95      0.8162      0.1170      0.1362       0.274       0.595       0.802
       109.6        1.00      0.8332      0.1049      0.1256       0.252       0.548       0.719
       114.8        1.05      0.8477      0.0925      0.1141       0.229       0.498       0.634
       120.0        1.09      0.8594      0.0799      0.1016       0.204       0.444       0.548
       125.3        1.14      0.8671      0.0671      0.0882       0.177       0.385       0.460
       130.5        1.19      0.8698      0.0540      0.0737       0.148       0.322       0.370
       135.7        1.24      0.8628      0.0406      0.0582       0.117       0.254       0.279
       140.9        1.28      0.8342      0.0272      0.0418       0.084       0.183       0.186
       146.1        1.33      0.7365      0.0138      0.0249       0.050       0.109       0.094
       151.4        1.38     -0.0010      0.0000      0.0091       0.018       0.040       0.000



         PROP RPM =      30000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.2008      0.1312       0.292       0.613       1.474
         5.4        0.05      0.0707      0.2007      0.1349       0.300       0.630       1.473
        10.8        0.10      0.1374      0.2005      0.1387       0.308       0.648       1.471
        16.2        0.14      0.2002      0.2001      0.1426       0.317       0.666       1.469
        21.6        0.19      0.2591      0.1997      0.1465       0.326       0.685       1.466
        27.0        0.24      0.3144      0.1991      0.1505       0.335       0.703       1.461
        32.4        0.29      0.3661      0.1983      0.1545       0.344       0.722       1.456
        37.8        0.33      0.4145      0.1973      0.1584       0.352       0.740       1.448
        43.2        0.38      0.4597      0.1961      0.1622       0.361       0.758       1.439
        48.6        0.43      0.5020      0.1944      0.1657       0.369       0.774       1.427
        54.0        0.48      0.5414      0.1923      0.1689       0.376       0.789       1.411
        59.4        0.52      0.5776      0.1897      0.1718       0.382       0.803       1.393
        64.8        0.57      0.6110      0.1865      0.1741       0.387       0.814       1.369
        70.2        0.62      0.6427      0.1824      0.1754       0.390       0.820       1.339
        75.6        0.67      0.6726      0.1773      0.1754       0.390       0.819       1.301
        81.0        0.71      0.7010      0.1707      0.1736       0.386       0.811       1.253
        86.4        0.76      0.7278      0.1622      0.1695       0.377       0.792       1.191
        91.8        0.81      0.7532      0.1515      0.1626       0.362       0.760       1.112
        97.2        0.86      0.7764      0.1405      0.1548       0.344       0.723       1.031
       102.6        0.90      0.7976      0.1291      0.1462       0.325       0.683       0.947
       108.0        0.95      0.8169      0.1173      0.1365       0.304       0.638       0.861
       113.4        1.00      0.8340      0.1051      0.1258       0.280       0.588       0.771
       118.8        1.05      0.8487      0.0927      0.1142       0.254       0.533       0.680
       124.2        1.09      0.8606      0.0800      0.1016       0.226       0.475       0.587
       129.6        1.14      0.8686      0.0672      0.0882       0.196       0.412       0.493
       135.0        1.19      0.8715      0.0541      0.0737       0.164       0.344       0.397
       140.4        1.24      0.8648      0.0407      0.0582       0.129       0.272       0.299
       145.8        1.28      0.8368      0.0273      0.0418       0.093       0.195       0.200
       151.2        1.33      0.7390      0.0137      0.0247       0.055       0.115       0.101
       156.6        1.38      0.0087      0.0001      0.0092       0.020       0.043       0.000



         PROP RPM =      31000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.2014      0.1355       0.333       0.676       1.579
         5.6        0.05      0.0688      0.2013      0.1391       0.341       0.694       1.578
        11.2        0.10      0.1339      0.2012      0.1429       0.351       0.713       1.577
        16.8        0.14      0.1952      0.2009      0.1469       0.360       0.733       1.575
        22.3        0.19      0.2527      0.2005      0.1510       0.370       0.753       1.572
        27.9        0.24      0.3067      0.2001      0.1551       0.381       0.774       1.568
        33.5        0.29      0.3573      0.1994      0.1593       0.391       0.795       1.563
        39.1        0.33      0.4048      0.1985      0.1633       0.401       0.815       1.556
        44.7        0.38      0.4495      0.1973      0.1670       0.410       0.833       1.546
        50.3        0.43      0.4916      0.1958      0.1705       0.418       0.851       1.534
        55.8        0.48      0.5314      0.1937      0.1734       0.426       0.865       1.518
        61.4        0.52      0.5690      0.1911      0.1757       0.431       0.877       1.498
        67.0        0.57      0.6047      0.1878      0.1772       0.435       0.884       1.471
        72.6        0.62      0.6383      0.1835      0.1777       0.436       0.887       1.438
        78.2        0.67      0.6701      0.1782      0.1770       0.434       0.883       1.396
        83.8        0.71      0.6998      0.1714      0.1747       0.429       0.872       1.343
        89.4        0.76      0.7276      0.1628      0.1702       0.418       0.849       1.276
        94.9        0.81      0.7535      0.1520      0.1631       0.400       0.814       1.191
       100.5        0.86      0.7768      0.1408      0.1552       0.381       0.774       1.104
       106.1        0.90      0.7981      0.1294      0.1465       0.360       0.731       1.014
       111.7        0.95      0.8175      0.1175      0.1368       0.336       0.682       0.921
       117.3        1.00      0.8348      0.1053      0.1260       0.309       0.629       0.825
       122.9        1.05      0.8497      0.0928      0.1143       0.280       0.570       0.727
       128.4        1.09      0.8618      0.0802      0.1017       0.250       0.508       0.628
       134.0        1.14      0.8699      0.0673      0.0883       0.217       0.440       0.527
       139.6        1.19      0.8731      0.0541      0.0737       0.181       0.368       0.424
       145.2        1.24      0.8666      0.0407      0.0581       0.142       0.290       0.319
       150.8        1.28      0.8392      0.0273      0.0418       0.103       0.208       0.214
       156.4        1.33      0.7416      0.0137      0.0245       0.060       0.122       0.107
       162.0        1.38      0.0011      0.0000      0.0091       0.022       0.045       0.000



         PROP RPM =      32000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.2034      0.1506       0.407       0.801       1.698
         5.8        0.05      0.0632      0.2033      0.1532       0.414       0.814       1.698
        11.5        0.10      0.1240      0.2031      0.1560       0.421       0.829       1.696
        17.3        0.14      0.1823      0.2028      0.1589       0.429       0.845       1.694
        23.1        0.19      0.2380      0.2024      0.1620       0.437       0.861       1.691
        28.8        0.24      0.2911      0.2019      0.1651       0.446       0.878       1.686
        34.6        0.29      0.3417      0.2012      0.1682       0.454       0.894       1.680
        40.4        0.33      0.3899      0.2003      0.1711       0.462       0.910       1.672
        46.2        0.38      0.4358      0.1990      0.1739       0.469       0.924       1.662
        51.9        0.43      0.4795      0.1974      0.1763       0.476       0.937       1.648
        57.7        0.48      0.5212      0.1952      0.1783       0.481       0.948       1.630
        63.5        0.52      0.5608      0.1925      0.1797       0.485       0.955       1.607
        69.2        0.57      0.5985      0.1890      0.1803       0.487       0.959       1.578
        75.0        0.62      0.6341      0.1846      0.1802       0.486       0.958       1.542
        80.8        0.67      0.6676      0.1791      0.1788       0.483       0.950       1.496
        86.5        0.71      0.6987      0.1722      0.1759       0.475       0.935       1.438
        92.3        0.76      0.7274      0.1634      0.1710       0.462       0.909       1.364
        98.1        0.81      0.7537      0.1525      0.1637       0.442       0.870       1.273
       103.8        0.86      0.7772      0.1412      0.1557       0.420       0.828       1.179
       109.6        0.90      0.7987      0.1297      0.1469       0.396       0.781       1.083
       115.4        0.95      0.8182      0.1178      0.1370       0.370       0.729       0.984
       121.2        1.00      0.8357      0.1055      0.1262       0.341       0.671       0.881
       126.9        1.05      0.8507      0.0930      0.1144       0.309       0.608       0.776
       132.7        1.09      0.8629      0.0803      0.1018       0.275       0.541       0.670
       138.5        1.14      0.8713      0.0673      0.0882       0.238       0.469       0.562
       144.2        1.19      0.8746      0.0541      0.0736       0.199       0.391       0.452
       150.0        1.24      0.8684      0.0407      0.0579       0.156       0.308       0.339
       155.8        1.29      0.8411      0.0272      0.0416       0.112       0.221       0.227
       161.5        1.33      0.7440      0.0136      0.0244       0.066       0.130       0.114
       167.3        1.38      0.0017      0.0000      0.0092       0.025       0.049       0.000



         PROP RPM =      33000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.2053      0.1658       0.491       0.937       1.823
         6.0        0.05      0.0584      0.2052      0.1674       0.495       0.946       1.823
        11.9        0.10      0.1155      0.2051      0.1691       0.501       0.956       1.821
        17.9        0.14      0.1710      0.2048      0.1710       0.506       0.967       1.819
        23.8        0.19      0.2249      0.2044      0.1731       0.512       0.979       1.815
        29.8        0.24      0.2771      0.2038      0.1751       0.518       0.990       1.810
        35.7        0.29      0.3274      0.2031      0.1772       0.525       1.002       1.804
        41.7        0.33      0.3760      0.2021      0.1791       0.530       1.013       1.795
        47.6        0.38      0.4228      0.2009      0.1810       0.536       1.023       1.784
        53.6        0.43      0.4680      0.1990      0.1823       0.540       1.031       1.768
        59.5        0.48      0.5113      0.1968      0.1833       0.543       1.036       1.748
        65.5        0.52      0.5527      0.1939      0.1838       0.544       1.039       1.722
        71.4        0.57      0.5923      0.1903      0.1835       0.543       1.038       1.690
        77.4        0.62      0.6297      0.1858      0.1826       0.541       1.033       1.650
        83.3        0.67      0.6648      0.1801      0.1806       0.535       1.021       1.600
        89.3        0.71      0.6974      0.1730      0.1772       0.525       1.002       1.536
        95.2        0.76      0.7269      0.1641      0.1720       0.509       0.972       1.457
       101.2        0.81      0.7537      0.1531      0.1644       0.487       0.929       1.359
       107.1        0.86      0.7774      0.1417      0.1563       0.463       0.883       1.259
       113.1        0.90      0.7990      0.1302      0.1474       0.436       0.833       1.156
       119.0        0.95      0.8188      0.1181      0.1374       0.407       0.777       1.049
       125.0        1.00      0.8364      0.1058      0.1265       0.374       0.715       0.940
       130.9        1.05      0.8516      0.0932      0.1147       0.340       0.648       0.828
       136.9        1.10      0.8640      0.0805      0.1020       0.302       0.577       0.715
       142.8        1.14      0.8726      0.0675      0.0884       0.262       0.500       0.600
       148.8        1.19      0.8761      0.0542      0.0737       0.218       0.416       0.481
       154.7        1.24      0.8701      0.0407      0.0579       0.171       0.327       0.362
       160.7        1.29      0.8429      0.0271      0.0414       0.122       0.234       0.241
       166.7        1.33      0.7471      0.0137      0.0244       0.072       0.138       0.121
       172.6        1.38     -0.0009      0.0000      0.0094       0.028       0.053       0.000



         PROP RPM =      34000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.2072      0.1810       0.586       1.087       1.953
         6.1        0.05      0.0543      0.2071      0.1816       0.588       1.090       1.953
        12.3        0.10      0.1081      0.2070      0.1824       0.590       1.094       1.951
        18.4        0.14      0.1611      0.2067      0.1833       0.593       1.100       1.949
        24.5        0.19      0.2132      0.2063      0.1842       0.596       1.106       1.945
        30.7        0.24      0.2643      0.2057      0.1853       0.600       1.112       1.939
        36.8        0.29      0.3141      0.2049      0.1864       0.603       1.119       1.932
        42.9        0.33      0.3629      0.2039      0.1873       0.606       1.124       1.922
        49.0        0.38      0.4104      0.2026      0.1880       0.609       1.128       1.910
        55.2        0.43      0.4563      0.2008      0.1885       0.610       1.131       1.893
        61.3        0.48      0.5010      0.1985      0.1886       0.611       1.132       1.871
        67.4        0.52      0.5442      0.1955      0.1881       0.609       1.129       1.843
        73.6        0.57      0.5855      0.1918      0.1871       0.606       1.123       1.808
        79.7        0.62      0.6248      0.1871      0.1854       0.600       1.112       1.764
        85.8        0.67      0.6616      0.1813      0.1826       0.591       1.096       1.709
        92.0        0.71      0.6956      0.1740      0.1786       0.578       1.072       1.640
        98.1        0.76      0.7262      0.1649      0.1729       0.560       1.038       1.554
       104.2        0.81      0.7535      0.1537      0.1651       0.534       0.991       1.449
       110.4        0.86      0.7773      0.1423      0.1569       0.508       0.942       1.342
       116.5        0.90      0.7991      0.1307      0.1479       0.479       0.888       1.232
       122.6        0.95      0.8190      0.1186      0.1379       0.446       0.828       1.118
       128.8        1.00      0.8368      0.1063      0.1270       0.411       0.762       1.002
       134.9        1.05      0.8522      0.0937      0.1151       0.373       0.691       0.883
       141.0        1.09      0.8649      0.0809      0.1024       0.331       0.614       0.762
       147.1        1.14      0.8738      0.0679      0.0887       0.287       0.533       0.640
       153.3        1.19      0.8776      0.0546      0.0740       0.240       0.444       0.514
       159.4        1.24      0.8722      0.0411      0.0583       0.189       0.350       0.387
       165.5        1.29      0.8466      0.0276      0.0419       0.136       0.251       0.260
       171.7        1.33      0.7540      0.0140      0.0248       0.080       0.149       0.132
       177.8        1.38      0.0143      0.0001      0.0094       0.031       0.057       0.001



         PROP RPM =      35000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.2091      0.1966       0.694       1.251       2.089
         6.3        0.05      0.0508      0.2091      0.1962       0.693       1.248       2.089
        12.6        0.10      0.1016      0.2089      0.1959       0.692       1.246       2.087
        19.0        0.14      0.1523      0.2087      0.1958       0.692       1.245       2.084
        25.3        0.19      0.2028      0.2082      0.1957       0.691       1.245       2.080
        31.6        0.24      0.2528      0.2076      0.1957       0.691       1.245       2.074
        37.9        0.29      0.3022      0.2068      0.1957       0.691       1.244       2.066
        44.2        0.33      0.3509      0.2057      0.1955       0.690       1.243       2.055
        50.5        0.38      0.3989      0.2042      0.1952       0.689       1.241       2.040
        56.9        0.43      0.4459      0.2024      0.1946       0.687       1.238       2.021
        63.2        0.48      0.4919      0.2000      0.1937       0.684       1.232       1.998
        69.5        0.52      0.5366      0.1969      0.1923       0.679       1.223       1.967
        75.8        0.57      0.5797      0.1931      0.1904       0.673       1.211       1.929
        82.1        0.62      0.6206      0.1883      0.1879       0.664       1.195       1.881
        88.4        0.67      0.6590      0.1823      0.1845       0.652       1.174       1.821
        94.8        0.71      0.6943      0.1748      0.1800       0.636       1.145       1.747
       101.1        0.76      0.7259      0.1655      0.1739       0.614       1.106       1.654
       107.4        0.81      0.7537      0.1542      0.1657       0.585       1.054       1.540
       113.7        0.86      0.7777      0.1427      0.1574       0.556       1.001       1.426
       120.0        0.91      0.7996      0.1310      0.1484       0.524       0.944       1.309
       126.4        0.95      0.8196      0.1189      0.1383       0.488       0.879       1.188
       132.7        1.00      0.8376      0.1065      0.1272       0.449       0.809       1.064
       139.0        1.05      0.8532      0.0938      0.1153       0.407       0.733       0.937
       145.3        1.10      0.8660      0.0809      0.1024       0.362       0.651       0.808
       151.6        1.14      0.8751      0.0679      0.0887       0.313       0.564       0.678
       157.9        1.19      0.8791      0.0545      0.0738       0.261       0.470       0.544
       164.3        1.24      0.8738      0.0410      0.0581       0.205       0.369       0.409
       170.6        1.29      0.8476      0.0273      0.0415       0.146       0.264       0.273
       176.9        1.33      0.7514      0.0137      0.0243       0.086       0.154       0.137
       183.2        1.38      0.0103      0.0001      0.0097       0.034       0.062       0.001



         PROP RPM =      36000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.2110      0.2123       0.816       1.429       2.230
         6.5        0.05      0.0478      0.2110      0.2109       0.811       1.419       2.230
        13.0        0.10      0.0960      0.2109      0.2096       0.806       1.410       2.229
        19.5        0.14      0.1447      0.2106      0.2084       0.801       1.402       2.226
        26.0        0.19      0.1936      0.2102      0.2073       0.797       1.395       2.221
        32.5        0.24      0.2425      0.2095      0.2062       0.793       1.388       2.215
        39.1        0.29      0.2914      0.2086      0.2050       0.788       1.380       2.205
        45.6        0.33      0.3402      0.2075      0.2038       0.783       1.371       2.193
        52.1        0.38      0.3885      0.2060      0.2025       0.778       1.362       2.177
        58.6        0.43      0.4363      0.2040      0.2009       0.772       1.352       2.156
        65.1        0.48      0.4834      0.2015      0.1990       0.765       1.339       2.130
        71.6        0.53      0.5294      0.1983      0.1967       0.756       1.323       2.096
        78.1        0.57      0.5741      0.1943      0.1939       0.745       1.305       2.054
        84.6        0.62      0.6168      0.1894      0.1905       0.732       1.282       2.001
        91.1        0.67      0.6568      0.1832      0.1864       0.716       1.254       1.936
        97.6        0.72      0.6935      0.1756      0.1813       0.697       1.220       1.855
       104.1        0.76      0.7260      0.1661      0.1747       0.671       1.176       1.755
       110.7        0.81      0.7541      0.1546      0.1663       0.639       1.119       1.634
       117.2        0.86      0.7782      0.1431      0.1579       0.607       1.063       1.512
       123.7        0.91      0.8003      0.1313      0.1487       0.572       1.001       1.387
       130.2        0.95      0.8205      0.1190      0.1385       0.532       0.932       1.258
       136.7        1.00      0.8386      0.1065      0.1274       0.489       0.857       1.126
       143.2        1.05      0.8543      0.0938      0.1153       0.443       0.776       0.992
       149.7        1.10      0.8673      0.0809      0.1024       0.393       0.689       0.855
       156.2        1.15      0.8765      0.0677      0.0885       0.340       0.595       0.715
       162.7        1.19      0.8806      0.0542      0.0735       0.282       0.494       0.573
       169.2        1.24      0.8750      0.0405      0.0575       0.221       0.387       0.428
       175.7        1.29      0.8482      0.0269      0.0409       0.157       0.275       0.285
       182.2        1.34      0.7487      0.0134      0.0239       0.092       0.161       0.142
       188.8        1.38     -0.0396     -0.0003      0.0094       0.036       0.063      -0.003



         PROP RPM =      37000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.2129      0.2279       0.951       1.620       2.377
         6.7        0.05      0.0451      0.2129      0.2255       0.941       1.603       2.377
        13.4        0.10      0.0910      0.2128      0.2232       0.931       1.587       2.376
        20.1        0.14      0.1377      0.2126      0.2210       0.922       1.571       2.373
        26.8        0.19      0.1850      0.2121      0.2189       0.913       1.556       2.368
        33.4        0.24      0.2329      0.2114      0.2166       0.904       1.540       2.360
        40.1        0.29      0.2810      0.2105      0.2146       0.895       1.525       2.350
        46.8        0.33      0.3295      0.2093      0.2123       0.886       1.509       2.337
        53.5        0.38      0.3780      0.2077      0.2099       0.876       1.492       2.319
        60.2        0.43      0.4264      0.2057      0.2073       0.865       1.473       2.296
        66.9        0.48      0.4744      0.2031      0.2044       0.853       1.453       2.268
        73.6        0.53      0.5217      0.1999      0.2012       0.839       1.430       2.231
        80.3        0.57      0.5678      0.1957      0.1975       0.824       1.404       2.185
        87.0        0.62      0.6120      0.1907      0.1933       0.807       1.374       2.129
        93.7        0.67      0.6535      0.1844      0.1885       0.787       1.340       2.058
       100.3        0.72      0.6916      0.1765      0.1828       0.763       1.299       1.971
       107.0        0.76      0.7251      0.1669      0.1758       0.734       1.250       1.864
       113.7        0.81      0.7538      0.1553      0.1672       0.698       1.188       1.734
       120.4        0.86      0.7781      0.1437      0.1587       0.662       1.128       1.605
       127.1        0.91      0.8003      0.1319      0.1494       0.624       1.062       1.472
       133.8        0.95      0.8206      0.1196      0.1392       0.581       0.989       1.336
       140.5        1.00      0.8389      0.1071      0.1280       0.534       0.910       1.196
       147.2        1.05      0.8548      0.0943      0.1159       0.484       0.824       1.053
       153.9        1.10      0.8681      0.0814      0.1029       0.429       0.731       0.908
       160.6        1.15      0.8775      0.0681      0.0889       0.371       0.632       0.760
       167.2        1.19      0.8820      0.0546      0.0739       0.308       0.525       0.609
       173.9        1.24      0.8768      0.0408      0.0577       0.241       0.410       0.455
       180.6        1.29      0.8510      0.0272      0.0412       0.172       0.292       0.303
       187.3        1.34      0.7601      0.0140      0.0245       0.102       0.174       0.156
       194.0        1.38      0.0017      0.0000      0.0098       0.041       0.070       0.000



         PROP RPM =      38000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.2149      0.2438       1.102       1.828       2.530
         6.9        0.05      0.0426      0.2149      0.2404       1.087       1.803       2.530
        13.7        0.10      0.0864      0.2148      0.2371       1.072       1.777       2.529
        20.6        0.14      0.1313      0.2145      0.2339       1.057       1.753       2.526
        27.5        0.19      0.1771      0.2141      0.2307       1.043       1.729       2.521
        34.3        0.24      0.2240      0.2133      0.2272       1.027       1.703       2.512
        41.2        0.29      0.2714      0.2124      0.2240       1.013       1.679       2.501
        48.1        0.33      0.3194      0.2112      0.2207       0.998       1.655       2.487
        54.9        0.38      0.3679      0.2095      0.2173       0.982       1.629       2.467
        61.8        0.43      0.4167      0.2074      0.2137       0.966       1.602       2.442
        68.7        0.48      0.4655      0.2047      0.2098       0.948       1.573       2.411
        75.5        0.52      0.5138      0.2013      0.2056       0.929       1.542       2.371
        82.4        0.57      0.5610      0.1972      0.2012       0.909       1.508       2.322
        89.3        0.62      0.6067      0.1920      0.1962       0.887       1.471       2.261
        96.1        0.67      0.6498      0.1856      0.1907       0.862       1.430       2.185
       103.0        0.72      0.6892      0.1777      0.1845       0.834       1.383       2.092
       109.9        0.76      0.7238      0.1680      0.1771       0.801       1.328       1.978
       116.7        0.81      0.7530      0.1563      0.1683       0.761       1.262       1.841
       123.6        0.86      0.7776      0.1446      0.1597       0.722       1.197       1.703
       130.4        0.91      0.8000      0.1327      0.1503       0.680       1.127       1.563
       137.3        0.95      0.8204      0.1204      0.1400       0.633       1.050       1.418
       144.2        1.00      0.8389      0.1079      0.1288       0.582       0.966       1.270
       151.0        1.05      0.8551      0.0951      0.1167       0.527       0.875       1.120
       157.9        1.10      0.8686      0.0820      0.1036       0.468       0.777       0.966
       164.8        1.14      0.8784      0.0687      0.0896       0.405       0.671       0.809
       171.6        1.19      0.8833      0.0552      0.0745       0.337       0.558       0.650
       178.5        1.24      0.8790      0.0415      0.0585       0.265       0.439       0.489
       185.4        1.29      0.8559      0.0280      0.0422       0.191       0.316       0.330
       192.2        1.34      0.7667      0.0143      0.0249       0.113       0.187       0.168
       199.1        1.38      0.0016      0.0000      0.0098       0.044       0.073       0.000



         PROP RPM =      39000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.2168      0.2598       1.269       2.051       2.689
         7.1        0.05      0.0405      0.2168      0.2553       1.248       2.016       2.689
        14.1        0.10      0.0825      0.2167      0.2510       1.226       1.982       2.688
        21.2        0.14      0.1257      0.2165      0.2467       1.206       1.948       2.685
        28.2        0.19      0.1701      0.2160      0.2425       1.185       1.915       2.680
        35.3        0.24      0.2158      0.2153      0.2382       1.164       1.881       2.671
        42.3        0.29      0.2626      0.2143      0.2339       1.143       1.847       2.659
        49.4        0.33      0.3102      0.2130      0.2296       1.122       1.813       2.642
        56.4        0.38      0.3587      0.2114      0.2251       1.100       1.778       2.622
        63.5        0.43      0.4078      0.2092      0.2205       1.077       1.741       2.595
        70.5        0.48      0.4569      0.2065      0.2158       1.054       1.704       2.561
        77.6        0.53      0.5063      0.2030      0.2106       1.029       1.663       2.518
        84.7        0.57      0.5550      0.1987      0.2052       1.003       1.620       2.465
        91.7        0.62      0.6022      0.1934      0.1994       0.974       1.574       2.399
        98.8        0.67      0.6469      0.1867      0.1930       0.943       1.524       2.316
       105.8        0.72      0.6876      0.1787      0.1861       0.910       1.470       2.216
       112.9        0.76      0.7233      0.1688      0.1783       0.871       1.408       2.094
       119.9        0.81      0.7531      0.1569      0.1691       0.826       1.336       1.946
       127.0        0.86      0.7778      0.1451      0.1604       0.784       1.267       1.800
       134.0        0.91      0.8003      0.1332      0.1510       0.738       1.192       1.652
       141.1        0.96      0.8209      0.1208      0.1406       0.687       1.110       1.499
       148.1        1.00      0.8396      0.1082      0.1292       0.631       1.020       1.342
       155.2        1.05      0.8560      0.0953      0.1170       0.572       0.924       1.182
       162.3        1.10      0.8697      0.0822      0.1038       0.507       0.820       1.019
       169.3        1.15      0.8796      0.0688      0.0896       0.438       0.708       0.853
       176.4        1.19      0.8847      0.0551      0.0743       0.363       0.587       0.683
       183.4        1.24      0.8807      0.0417      0.0587       0.287       0.464       0.517
       190.5        1.29      0.8575      0.0280      0.0421       0.206       0.332       0.347
       197.5        1.34      0.7650      0.0141      0.0247       0.121       0.195       0.175
       204.6        1.38      0.0017      0.0000      0.0102       0.050       0.081       0.000



         PROP RPM =      40000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.2187      0.2768       1.459       2.300       2.854
         7.2        0.05      0.0385      0.2188      0.2714       1.431       2.254       2.855
        14.5        0.10      0.0786      0.2188      0.2660       1.402       2.210       2.855
        21.7        0.14      0.1201      0.2186      0.2607       1.374       2.165       2.852
        28.9        0.19      0.1632      0.2181      0.2553       1.346       2.121       2.846
        36.2        0.24      0.2077      0.2174      0.2499       1.318       2.076       2.836
        43.4        0.29      0.2539      0.2163      0.2442       1.287       2.029       2.823
        50.7        0.33      0.3010      0.2150      0.2388       1.259       1.984       2.805
        57.9        0.38      0.3494      0.2133      0.2332       1.230       1.937       2.782
        65.1        0.43      0.3987      0.2110      0.2275       1.200       1.890       2.753
        72.4        0.48      0.4490      0.2081      0.2214       1.167       1.839       2.716
        79.6        0.53      0.4992      0.2046      0.2153       1.135       1.789       2.669
        86.8        0.57      0.5489      0.2001      0.2090       1.102       1.736       2.611
        94.1        0.62      0.5973      0.1947      0.2024       1.067       1.681       2.540
       101.3        0.67      0.6433      0.1880      0.1954       1.030       1.623       2.453
       108.6        0.72      0.6854      0.1798      0.1880       0.991       1.561       2.346
       115.8        0.76      0.7222      0.1698      0.1797       0.947       1.492       2.215
       123.0        0.81      0.7527      0.1578      0.1702       0.897       1.414       2.059
       130.3        0.86      0.7775      0.1459      0.1614       0.851       1.340       1.904
       137.5        0.91      0.8002      0.1339      0.1518       0.800       1.261       1.747
       144.7        0.96      0.8210      0.1215      0.1414       0.745       1.174       1.585
       152.0        1.00      0.8398      0.1088      0.1299       0.685       1.079       1.419
       159.2        1.05      0.8564      0.0958      0.1176       0.620       0.977       1.250
       166.5        1.10      0.8704      0.0826      0.1043       0.550       0.866       1.078
       173.7        1.15      0.8807      0.0692      0.0901       0.475       0.749       0.903
       180.9        1.19      0.8860      0.0557      0.0750       0.396       0.623       0.726
       188.2        1.24      0.8825      0.0420      0.0591       0.311       0.491       0.548
       195.4        1.29      0.8601      0.0283      0.0424       0.223       0.352       0.369
       202.6        1.34      0.7649      0.0142      0.0248       0.131       0.206       0.185
       209.9        1.39     -0.0024      0.0000      0.0104       0.055       0.086       0.000



         PROP RPM =      41000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)
         0.0        0.00      0.0000      0.2207      0.2933       1.665       2.560       3.026
         7.4        0.05      0.0366      0.2208      0.2869       1.629       2.504       3.027
        14.8        0.10      0.0749      0.2208      0.2805       1.593       2.448       3.026
        22.2        0.14      0.1148      0.2206      0.2741       1.556       2.392       3.023
        29.6        0.19      0.1564      0.2201      0.2677       1.520       2.337       3.018
